属性标识符,时间(ms),时间,属性值,原始JSON
CO2Value,1780288229075,2026-06-01 12:30:29,471,"{""time"": 1780288229075, ""value"": ""471""}"
CO2Value,1780288234038,2026-06-01 12:30:34,469,"{""time"": 1780288234038, ""value"": ""469""}"
CO2Value,1780288239079,2026-06-01 12:30:39,469,"{""time"": 1780288239079, ""value"": ""469""}"
CO2Value,1780288244115,2026-06-01 12:30:44,467,"{""time"": 1780288244115, ""value"": ""467""}"
CO2Value,1780288249233,2026-06-01 12:30:49,468,"{""time"": 1780288249233, ""value"": ""468""}"
CO2Value,1780288254037,2026-06-01 12:30:54,472,"{""time"": 1780288254037, ""value"": ""472""}"
CO2Value,1780288259075,2026-06-01 12:30:59,470,"{""time"": 1780288259075, ""value"": ""470""}"
CO2Value,1780288264035,2026-06-01 12:31:04,471,"{""time"": 1780288264035, ""value"": ""471""}"
CO2Value,1780288269074,2026-06-01 12:31:09,468,"{""time"": 1780288269074, ""value"": ""468""}"
CO2Value,1780288274028,2026-06-01 12:31:14,467,"{""time"": 1780288274028, ""value"": ""467""}"
CO2Value,1780288279076,2026-06-01 12:31:19,468,"{""time"": 1780288279076, ""value"": ""468""}"
CO2Value,1780288284035,2026-06-01 12:31:24,468,"{""time"": 1780288284035, ""value"": ""468""}"
CO2Value,1780288289075,2026-06-01 12:31:29,471,"{""time"": 1780288289075, ""value"": ""471""}"
CO2Value,1780288294039,2026-06-01 12:31:34,473,"{""time"": 1780288294039, ""value"": ""473""}"
CO2Value,1780288299076,2026-06-01 12:31:39,472,"{""time"": 1780288299076, ""value"": ""472""}"
CO2Value,1780288304034,2026-06-01 12:31:44,473,"{""time"": 1780288304034, ""value"": ""473""}"
CO2Value,1780288309074,2026-06-01 12:31:49,474,"{""time"": 1780288309074, ""value"": ""474""}"
CO2Value,1780288314036,2026-06-01 12:31:54,476,"{""time"": 1780288314036, ""value"": ""476""}"
CO2Value,1780288319076,2026-06-01 12:31:59,478,"{""time"": 1780288319076, ""value"": ""478""}"
CO2Value,1780288324041,2026-06-01 12:32:04,477,"{""time"": 1780288324041, ""value"": ""477""}"
CO2Value,1780288329104,2026-06-01 12:32:09,474,"{""time"": 1780288329104, ""value"": ""474""}"
CO2Value,1780288334025,2026-06-01 12:32:14,474,"{""time"": 1780288334025, ""value"": ""474""}"
CO2Value,1780288339071,2026-06-01 12:32:19,475,"{""time"": 1780288339071, ""value"": ""475""}"
CO2Value,1780288344027,2026-06-01 12:32:24,475,"{""time"": 1780288344027, ""value"": ""475""}"
CO2Value,1780288349578,2026-06-01 12:32:29,479,"{""time"": 1780288349578, ""value"": ""479""}"
CO2Value,1780288354904,2026-06-01 12:32:34,480,"{""time"": 1780288354904, ""value"": ""480""}"
CO2Value,1780288359083,2026-06-01 12:32:39,480,"{""time"": 1780288359083, ""value"": ""480""}"
CO2Value,1780288364019,2026-06-01 12:32:44,479,"{""time"": 1780288364019, ""value"": ""479""}"
CO2Value,1780288369057,2026-06-01 12:32:49,480,"{""time"": 1780288369057, ""value"": ""480""}"
CO2Value,1780288374033,2026-06-01 12:32:54,477,"{""time"": 1780288374033, ""value"": ""477""}"
CO2Value,1780288379076,2026-06-01 12:32:59,477,"{""time"": 1780288379076, ""value"": ""477""}"
CO2Value,1780288384024,2026-06-01 12:33:04,477,"{""time"": 1780288384024, ""value"": ""477""}"
CO2Value,1780288389108,2026-06-01 12:33:09,478,"{""time"": 1780288389108, ""value"": ""478""}"
CO2Value,1780288394045,2026-06-01 12:33:14,478,"{""time"": 1780288394045, ""value"": ""478""}"
CO2Value,1780288399050,2026-06-01 12:33:19,477,"{""time"": 1780288399050, ""value"": ""477""}"
CO2Value,1780288404037,2026-06-01 12:33:24,475,"{""time"": 1780288404037, ""value"": ""475""}"
CO2Value,1780288409049,2026-06-01 12:33:29,475,"{""time"": 1780288409049, ""value"": ""475""}"
CO2Value,1780288414012,2026-06-01 12:33:34,474,"{""time"": 1780288414012, ""value"": ""474""}"
CO2Value,1780288419046,2026-06-01 12:33:39,473,"{""time"": 1780288419046, ""value"": ""473""}"
CO2Value,1780288424044,2026-06-01 12:33:44,474,"{""time"": 1780288424044, ""value"": ""474""}"
CO2Value,1780288429076,2026-06-01 12:33:49,476,"{""time"": 1780288429076, ""value"": ""476""}"
CO2Value,1780288434126,2026-06-01 12:33:54,477,"{""time"": 1780288434126, ""value"": ""477""}"
CO2Value,1780288439076,2026-06-01 12:33:59,476,"{""time"": 1780288439076, ""value"": ""476""}"
CO2Value,1780288444007,2026-06-01 12:34:04,477,"{""time"": 1780288444007, ""value"": ""477""}"
CO2Value,1780288449067,2026-06-01 12:34:09,476,"{""time"": 1780288449067, ""value"": ""476""}"
CO2Value,1780288454037,2026-06-01 12:34:14,475,"{""time"": 1780288454037, ""value"": ""475""}"
CO2Value,1780288459077,2026-06-01 12:34:19,474,"{""time"": 1780288459077, ""value"": ""474""}"
CO2Value,1780288464026,2026-06-01 12:34:24,476,"{""time"": 1780288464026, ""value"": ""476""}"
CO2Value,1780288469077,2026-06-01 12:34:29,474,"{""time"": 1780288469077, ""value"": ""474""}"
CO2Value,1780288474033,2026-06-01 12:34:34,478,"{""time"": 1780288474033, ""value"": ""478""}"
CO2Value,1780288479068,2026-06-01 12:34:39,478,"{""time"": 1780288479068, ""value"": ""478""}"
CO2Value,1780288484003,2026-06-01 12:34:44,475,"{""time"": 1780288484003, ""value"": ""475""}"
CO2Value,1780288489049,2026-06-01 12:34:49,483,"{""time"": 1780288489049, ""value"": ""483""}"
CO2Value,1780288494024,2026-06-01 12:34:54,480,"{""time"": 1780288494024, ""value"": ""480""}"
CO2Value,1780288499130,2026-06-01 12:34:59,480,"{""time"": 1780288499130, ""value"": ""480""}"
CO2Value,1780288504037,2026-06-01 12:35:04,475,"{""time"": 1780288504037, ""value"": ""475""}"
CurrentTemperature,1780275583152,2026-06-01 08:59:43,25,"{""time"": 1780275583152, ""value"": ""25""}"
CurrentTemperature,1780275588045,2026-06-01 08:59:48,23.4,"{""time"": 1780275588045, ""value"": ""23.4""}"
CurrentTemperature,1780275593035,2026-06-01 08:59:53,23.5,"{""time"": 1780275593035, ""value"": ""23.5""}"
CurrentTemperature,1780275598039,2026-06-01 08:59:58,23.4,"{""time"": 1780275598039, ""value"": ""23.4""}"
CurrentTemperature,1780275603039,2026-06-01 09:00:03,23.3,"{""time"": 1780275603039, ""value"": ""23.3""}"
CurrentTemperature,1780275608053,2026-06-01 09:00:08,23.3,"{""time"": 1780275608053, ""value"": ""23.3""}"
CurrentTemperature,1780275613087,2026-06-01 09:00:13,23.2,"{""time"": 1780275613087, ""value"": ""23.2""}"
CurrentTemperature,1780275618049,2026-06-01 09:00:18,23.2,"{""time"": 1780275618049, ""value"": ""23.2""}"
CurrentTemperature,1780275623046,2026-06-01 09:00:23,23.1,"{""time"": 1780275623046, ""value"": ""23.1""}"
CurrentTemperature,1780275628059,2026-06-01 09:00:28,23.1,"{""time"": 1780275628059, ""value"": ""23.1""}"
CurrentTemperature,1780275633044,2026-06-01 09:00:33,23,"{""time"": 1780275633044, ""value"": ""23""}"
CurrentTemperature,1780275638038,2026-06-01 09:00:38,23,"{""time"": 1780275638038, ""value"": ""23""}"
CurrentTemperature,1780275643058,2026-06-01 09:00:43,23,"{""time"": 1780275643058, ""value"": ""23""}"
CurrentTemperature,1780275648050,2026-06-01 09:00:48,22.9,"{""time"": 1780275648050, ""value"": ""22.9""}"
CurrentTemperature,1780275653040,2026-06-01 09:00:53,22.9,"{""time"": 1780275653040, ""value"": ""22.9""}"
CurrentTemperature,1780275658039,2026-06-01 09:00:58,22.9,"{""time"": 1780275658039, ""value"": ""22.9""}"
CurrentTemperature,1780275663040,2026-06-01 09:01:03,22.9,"{""time"": 1780275663040, ""value"": ""22.9""}"
CurrentTemperature,1780275668244,2026-06-01 09:01:08,22.8,"{""time"": 1780275668244, ""value"": ""22.8""}"
CurrentTemperature,1780275673123,2026-06-01 09:01:13,22.9,"{""time"": 1780275673123, ""value"": ""22.9""}"
CurrentTemperature,1780275678081,2026-06-01 09:01:18,23,"{""time"": 1780275678081, ""value"": ""23""}"
CurrentTemperature,1780275683059,2026-06-01 09:01:23,23.1,"{""time"": 1780275683059, ""value"": ""23.1""}"
CurrentTemperature,1780275688046,2026-06-01 09:01:28,23.2,"{""time"": 1780275688046, ""value"": ""23.2""}"
CurrentTemperature,1780275693050,2026-06-01 09:01:33,23.4,"{""time"": 1780275693050, ""value"": ""23.4""}"
CurrentTemperature,1780275698048,2026-06-01 09:01:38,23.5,"{""time"": 1780275698048, ""value"": ""23.5""}"
CurrentTemperature,1780275703032,2026-06-01 09:01:43,23.7,"{""time"": 1780275703032, ""value"": ""23.7""}"
CurrentTemperature,1780275708047,2026-06-01 09:01:48,23.8,"{""time"": 1780275708047, ""value"": ""23.8""}"
CurrentTemperature,1780275713049,2026-06-01 09:01:53,24.1,"{""time"": 1780275713049, ""value"": ""24.1""}"
CurrentTemperature,1780275718049,2026-06-01 09:01:58,24.3,"{""time"": 1780275718049, ""value"": ""24.3""}"
CurrentTemperature,1780275723046,2026-06-01 09:02:03,24.4,"{""time"": 1780275723046, ""value"": ""24.4""}"
CurrentTemperature,1780275728050,2026-06-01 09:02:08,24.4,"{""time"": 1780275728050, ""value"": ""24.4""}"
CurrentTemperature,1780275733042,2026-06-01 09:02:13,24.6,"{""time"": 1780275733042, ""value"": ""24.6""}"
CurrentTemperature,1780275738038,2026-06-01 09:02:18,24.6,"{""time"": 1780275738038, ""value"": ""24.6""}"
CurrentTemperature,1780275743042,2026-06-01 09:02:23,24.7,"{""time"": 1780275743042, ""value"": ""24.7""}"
CurrentTemperature,1780275748042,2026-06-01 09:02:28,24.8,"{""time"": 1780275748042, ""value"": ""24.8""}"
CurrentTemperature,1780275753054,2026-06-01 09:02:33,24.9,"{""time"": 1780275753054, ""value"": ""24.9""}"
CurrentTemperature,1780275758038,2026-06-01 09:02:38,25,"{""time"": 1780275758038, ""value"": ""25""}"
CurrentTemperature,1780275763038,2026-06-01 09:02:43,25,"{""time"": 1780275763038, ""value"": ""25""}"
CurrentTemperature,1780275768041,2026-06-01 09:02:48,25.1,"{""time"": 1780275768041, ""value"": ""25.1""}"
CurrentTemperature,1780275773040,2026-06-01 09:02:53,25.2,"{""time"": 1780275773040, ""value"": ""25.2""}"
CurrentTemperature,1780275778048,2026-06-01 09:02:58,25.2,"{""time"": 1780275778048, ""value"": ""25.2""}"
CurrentTemperature,1780275783062,2026-06-01 09:03:03,25.3,"{""time"": 1780275783062, ""value"": ""25.3""}"
CurrentTemperature,1780275788055,2026-06-01 09:03:08,25.3,"{""time"": 1780275788055, ""value"": ""25.3""}"
CurrentTemperature,1780275793062,2026-06-01 09:03:13,25.4,"{""time"": 1780275793062, ""value"": ""25.4""}"
CurrentTemperature,1780275798043,2026-06-01 09:03:18,25.4,"{""time"": 1780275798043, ""value"": ""25.4""}"
CurrentTemperature,1780275803104,2026-06-01 09:03:23,25.5,"{""time"": 1780275803104, ""value"": ""25.5""}"
CurrentTemperature,1780275808053,2026-06-01 09:03:28,25.5,"{""time"": 1780275808053, ""value"": ""25.5""}"
CurrentTemperature,1780275813047,2026-06-01 09:03:33,25.6,"{""time"": 1780275813047, ""value"": ""25.6""}"
CurrentTemperature,1780275818043,2026-06-01 09:03:38,25.7,"{""time"": 1780275818043, ""value"": ""25.7""}"
CurrentTemperature,1780275823039,2026-06-01 09:03:43,25.7,"{""time"": 1780275823039, ""value"": ""25.7""}"
CurrentTemperature,1780275828037,2026-06-01 09:03:48,25.7,"{""time"": 1780275828037, ""value"": ""25.7""}"
CurrentTemperature,1780275833039,2026-06-01 09:03:53,25.8,"{""time"": 1780275833039, ""value"": ""25.8""}"
CurrentTemperature,1780275838048,2026-06-01 09:03:58,25.8,"{""time"": 1780275838048, ""value"": ""25.8""}"
CurrentTemperature,1780275843038,2026-06-01 09:04:03,25.9,"{""time"": 1780275843038, ""value"": ""25.9""}"
CurrentTemperature,1780275848048,2026-06-01 09:04:08,25.9,"{""time"": 1780275848048, ""value"": ""25.9""}"
CurrentTemperature,1780275853039,2026-06-01 09:04:13,26.1,"{""time"": 1780275853039, ""value"": ""26.1""}"
CurrentTemperature,1780275858052,2026-06-01 09:04:18,26.1,"{""time"": 1780275858052, ""value"": ""26.1""}"
CurrentTemperature,1780275863055,2026-06-01 09:04:23,26.2,"{""time"": 1780275863055, ""value"": ""26.2""}"
CurrentTemperature,1780275868054,2026-06-01 09:04:28,26.2,"{""time"": 1780275868054, ""value"": ""26.2""}"
CurrentTemperature,1780275873038,2026-06-01 09:04:33,26.2,"{""time"": 1780275873038, ""value"": ""26.2""}"
CurrentTemperature,1780275878062,2026-06-01 09:04:38,26.3,"{""time"": 1780275878062, ""value"": ""26.3""}"
CurrentTemperature,1780275883054,2026-06-01 09:04:43,26.4,"{""time"": 1780275883054, ""value"": ""26.4""}"
CurrentTemperature,1780275888037,2026-06-01 09:04:48,26.4,"{""time"": 1780275888037, ""value"": ""26.4""}"
CurrentTemperature,1780275893052,2026-06-01 09:04:53,26.4,"{""time"": 1780275893052, ""value"": ""26.4""}"
CurrentTemperature,1780275898042,2026-06-01 09:04:58,26.4,"{""time"": 1780275898042, ""value"": ""26.4""}"
CurrentTemperature,1780275903054,2026-06-01 09:05:03,26.5,"{""time"": 1780275903054, ""value"": ""26.5""}"
CurrentTemperature,1780275908048,2026-06-01 09:05:08,26.6,"{""time"": 1780275908048, ""value"": ""26.6""}"
CurrentTemperature,1780275913040,2026-06-01 09:05:13,26.6,"{""time"": 1780275913040, ""value"": ""26.6""}"
CurrentTemperature,1780275918131,2026-06-01 09:05:18,26.7,"{""time"": 1780275918131, ""value"": ""26.7""}"
CurrentTemperature,1780275923046,2026-06-01 09:05:23,26.7,"{""time"": 1780275923046, ""value"": ""26.7""}"
CurrentTemperature,1780275928055,2026-06-01 09:05:28,26.9,"{""time"": 1780275928055, ""value"": ""26.9""}"
CurrentTemperature,1780275933051,2026-06-01 09:05:33,26.9,"{""time"": 1780275933051, ""value"": ""26.9""}"
CurrentTemperature,1780275938050,2026-06-01 09:05:38,27,"{""time"": 1780275938050, ""value"": ""27""}"
CurrentTemperature,1780275943049,2026-06-01 09:05:43,27.1,"{""time"": 1780275943049, ""value"": ""27.1""}"
CurrentTemperature,1780275948047,2026-06-01 09:05:48,27.1,"{""time"": 1780275948047, ""value"": ""27.1""}"
CurrentTemperature,1780275953050,2026-06-01 09:05:53,27.2,"{""time"": 1780275953050, ""value"": ""27.2""}"
CurrentTemperature,1780275958058,2026-06-01 09:05:58,27.2,"{""time"": 1780275958058, ""value"": ""27.2""}"
CurrentTemperature,1780275963045,2026-06-01 09:06:03,27.3,"{""time"": 1780275963045, ""value"": ""27.3""}"
CurrentTemperature,1780275968049,2026-06-01 09:06:08,27.4,"{""time"": 1780275968049, ""value"": ""27.4""}"
CurrentTemperature,1780275973048,2026-06-01 09:06:13,27.4,"{""time"": 1780275973048, ""value"": ""27.4""}"
CurrentTemperature,1780275978048,2026-06-01 09:06:18,27.5,"{""time"": 1780275978048, ""value"": ""27.5""}"
CurrentTemperature,1780275983047,2026-06-01 09:06:23,27.5,"{""time"": 1780275983047, ""value"": ""27.5""}"
CurrentTemperature,1780275988047,2026-06-01 09:06:28,27.6,"{""time"": 1780275988047, ""value"": ""27.6""}"
CurrentTemperature,1780275993047,2026-06-01 09:06:33,27.6,"{""time"": 1780275993047, ""value"": ""27.6""}"
CurrentTemperature,1780275998047,2026-06-01 09:06:38,27.7,"{""time"": 1780275998047, ""value"": ""27.7""}"
CurrentTemperature,1780276003043,2026-06-01 09:06:43,27.8,"{""time"": 1780276003043, ""value"": ""27.8""}"
CurrentTemperature,1780276008048,2026-06-01 09:06:48,27.8,"{""time"": 1780276008048, ""value"": ""27.8""}"
CurrentTemperature,1780276013042,2026-06-01 09:06:53,27.9,"{""time"": 1780276013042, ""value"": ""27.9""}"
CurrentTemperature,1780276018046,2026-06-01 09:06:58,27.9,"{""time"": 1780276018046, ""value"": ""27.9""}"
CurrentTemperature,1780276023046,2026-06-01 09:07:03,28,"{""time"": 1780276023046, ""value"": ""28""}"
CurrentTemperature,1780276028047,2026-06-01 09:07:08,28,"{""time"": 1780276028047, ""value"": ""28""}"
CurrentTemperature,1780276033047,2026-06-01 09:07:13,28.1,"{""time"": 1780276033047, ""value"": ""28.1""}"
CurrentTemperature,1780276038048,2026-06-01 09:07:18,28.1,"{""time"": 1780276038048, ""value"": ""28.1""}"
CurrentTemperature,1780276043045,2026-06-01 09:07:23,28.2,"{""time"": 1780276043045, ""value"": ""28.2""}"
CurrentTemperature,1780276048042,2026-06-01 09:07:28,28.2,"{""time"": 1780276048042, ""value"": ""28.2""}"
CurrentTemperature,1780276053047,2026-06-01 09:07:33,28.3,"{""time"": 1780276053047, ""value"": ""28.3""}"
CurrentTemperature,1780276058040,2026-06-01 09:07:38,28.3,"{""time"": 1780276058040, ""value"": ""28.3""}"
CurrentTemperature,1780276063052,2026-06-01 09:07:43,28.4,"{""time"": 1780276063052, ""value"": ""28.4""}"
CurrentTemperature,1780276068039,2026-06-01 09:07:48,28.4,"{""time"": 1780276068039, ""value"": ""28.4""}"
CurrentTemperature,1780276073039,2026-06-01 09:07:53,28.5,"{""time"": 1780276073039, ""value"": ""28.5""}"
CurrentTemperature,1780276078048,2026-06-01 09:07:58,28.5,"{""time"": 1780276078048, ""value"": ""28.5""}"
CurrentTemperature,1780276083038,2026-06-01 09:08:03,28.5,"{""time"": 1780276083038, ""value"": ""28.5""}"
CurrentTemperature,1780276088061,2026-06-01 09:08:08,28.5,"{""time"": 1780276088061, ""value"": ""28.5""}"
CurrentTemperature,1780276093038,2026-06-01 09:08:13,28.6,"{""time"": 1780276093038, ""value"": ""28.6""}"
CurrentTemperature,1780276098038,2026-06-01 09:08:18,28.6,"{""time"": 1780276098038, ""value"": ""28.6""}"
CurrentTemperature,1780276103051,2026-06-01 09:08:23,28.6,"{""time"": 1780276103051, ""value"": ""28.6""}"
CurrentTemperature,1780276108041,2026-06-01 09:08:28,28.7,"{""time"": 1780276108041, ""value"": ""28.7""}"
CurrentTemperature,1780276113046,2026-06-01 09:08:33,28.7,"{""time"": 1780276113046, ""value"": ""28.7""}"
CurrentTemperature,1780276118037,2026-06-01 09:08:38,28.8,"{""time"": 1780276118037, ""value"": ""28.8""}"
CurrentTemperature,1780276123046,2026-06-01 09:08:43,28.8,"{""time"": 1780276123046, ""value"": ""28.8""}"
CurrentTemperature,1780276128048,2026-06-01 09:08:48,28.8,"{""time"": 1780276128048, ""value"": ""28.8""}"
CurrentTemperature,1780276133038,2026-06-01 09:08:53,28.8,"{""time"": 1780276133038, ""value"": ""28.8""}"
CurrentTemperature,1780276138045,2026-06-01 09:08:58,28.9,"{""time"": 1780276138045, ""value"": ""28.9""}"
CurrentTemperature,1780276143049,2026-06-01 09:09:03,28.9,"{""time"": 1780276143049, ""value"": ""28.9""}"
CurrentTemperature,1780276148055,2026-06-01 09:09:08,29,"{""time"": 1780276148055, ""value"": ""29""}"
CurrentTemperature,1780276153042,2026-06-01 09:09:13,29,"{""time"": 1780276153042, ""value"": ""29""}"
CurrentTemperature,1780276158053,2026-06-01 09:09:18,29.1,"{""time"": 1780276158053, ""value"": ""29.1""}"
CurrentTemperature,1780276163037,2026-06-01 09:09:23,29.1,"{""time"": 1780276163037, ""value"": ""29.1""}"
CurrentTemperature,1780276168037,2026-06-01 09:09:28,29.1,"{""time"": 1780276168037, ""value"": ""29.1""}"
CurrentTemperature,1780276173051,2026-06-01 09:09:33,29.1,"{""time"": 1780276173051, ""value"": ""29.1""}"
CurrentTemperature,1780276178034,2026-06-01 09:09:38,29.1,"{""time"": 1780276178034, ""value"": ""29.1""}"
CurrentTemperature,1780276183037,2026-06-01 09:09:43,29.1,"{""time"": 1780276183037, ""value"": ""29.1""}"
CurrentTemperature,1780276188037,2026-06-01 09:09:48,29.1,"{""time"": 1780276188037, ""value"": ""29.1""}"
CurrentTemperature,1780276193042,2026-06-01 09:09:53,29.2,"{""time"": 1780276193042, ""value"": ""29.2""}"
CurrentTemperature,1780276198045,2026-06-01 09:09:58,29.2,"{""time"": 1780276198045, ""value"": ""29.2""}"
CurrentTemperature,1780276203042,2026-06-01 09:10:03,29.2,"{""time"": 1780276203042, ""value"": ""29.2""}"
CurrentTemperature,1780276208036,2026-06-01 09:10:08,29.2,"{""time"": 1780276208036, ""value"": ""29.2""}"
CurrentTemperature,1780276213046,2026-06-01 09:10:13,29.3,"{""time"": 1780276213046, ""value"": ""29.3""}"
CurrentTemperature,1780276218041,2026-06-01 09:10:18,29.3,"{""time"": 1780276218041, ""value"": ""29.3""}"
CurrentTemperature,1780276223047,2026-06-01 09:10:23,29.3,"{""time"": 1780276223047, ""value"": ""29.3""}"
CurrentTemperature,1780276228043,2026-06-01 09:10:28,29.3,"{""time"": 1780276228043, ""value"": ""29.3""}"
